team_id,player_id,list_id
34,33600,3
34,37385,1
34,33785,2
34,33337,3
34,35967,1
34,37285,2
34,2107,3
34,37707,1
34,35142,2
34,40192,3
34,49103,1
34,35842,2
34,38612,3
34,21,1
34,25917,2
34,37036,3
34,33815,1
34,38868,2
34,22598,3
34,38612,1
34,37707,2
34,37285,3
34,38680,1
34,38612,2
34,38868,3
34,30307,1
34,21,2
34,35842,3
34,22598,1
34,33815,2
34,36478,3
34,33785,1
34,22598,2
34,33785,3
34,25621,2
34,38680,3
34,35842,1
34,37039,2
34,27791,3
34,37039,1
34,49103,2
34,28319,3
34,32356,1
34,38680,2
34,32356,3
34,36522,1
34,32356,2
34,33815,3
34,37039,3
34,25621,3
34,38758,3
34,33027,2
34,28398,3
34,49103,3
34,33027,3
34,15,1
34,28718,3
34,25917,3
34,39833,3
34,33027,1
34,40910,3
35,38428,1
35,35147,2
35,49682,3
35,37576,1
35,1150,2
35,37576,3
35,8,1
35,38294,2
35,8,3
35,1150,1
35,8,2
35,24111,3
35,26307,1
35,19556,2
35,26307,3
35,35147,1
35,235,2
35,38945,3
35,38787,1
35,26307,2
35,34868,3
35,32547,1
35,24111,2
35,32547,3
35,33892,2
35,39478,3
35,38484,1
35,36720,2
35,38484,3
35,38294,1
35,34868,2
35,34986,3
35,34868,1
35,38299,2
35,27864,3
35,27864,1
35,38484,2
35,35648,3
35,47021,1
35,47021,2
35,38296,3
35,38299,1
35,31259,2
35,38299,3
35,38428,2
35,35147,3
35,25187,2
35,22622,3
35,36720,1
35,32547,2
35,36720,3
35,19556,1
35,38787,2
35,47021,3
35,25187,1
35,584,2
35,31259,3
35,31259,1
35,27864,2
35,235,3
35,38294,3
35,584,3
35,584,1
35,36615,2
35,22234,3
35,235,1
35,38601,2
35,25187,3
35,10,3
35,33892,3
35,33892,1
35,27176,3
35,38428,3
35,26336,3
35,37576,2
35,36615,3
35,24111,1
35,22653,3
35,40111,2
35,40111,3
35,36615,1
35,37074,3
35,1150,3
35,40111,1
35,19556,3
35,38601,3
35,26430,3
35,38787,3
35,38601,1
36,18892,1
36,19388,2
36,18892,3
36,98,4
36,41409,1
36,37975,2
36,61,3
36,61,1
36,37559,2
36,52263,3
36,49974,1
36,39198,2
36,41285,3
36,37088,1
36,38814,2
36,38608,3
36,41285,1
36,37088,2
36,1405,3
36,38608,1
36,19472,2
36,39198,3
36,28931,2
36,60,3
36,1405,1
36,41285,2
36,28931,3
36,25133,2
36,19472,3
36,39198,1
36,37309,2
36,37613,3
36,36481,2
36,37559,3
36,60,1
36,18892,2
36,40591,3
36,28931,1
36,1405,2
36,38814,3
36,19472,1
36,35161,2
36,37088,3
36,37613,1
36,38608,2
36,37975,3
36,37559,1
36,41409,2
36,25200,3
36,36371,2
36,25133,3
36,38814,1
36,37613,2
36,19388,3
36,98,1
36,60,2
36,37309,3
36,37975,1
36,25200,2
36,37063,3
36,25200,1
36,49974,2
36,35485,3
36,35485,2
36,36481,3
36,25133,1
36,37063,2
36,35161,3
36,19388,1
36,61,2
36,36371,3
36,37309,1
36,41409,3
36,36905,3
36,49974,3
36,49681,3
36,37063,1
36,28588,3
36,38055,3
36,35485,1
36,39754,3
36,38304,3
36,37116,3
36,36481,1
36,25236,3
36,39653,3
36,35161,1
36,29659,3
36,36371,1
36,25426,3
36,36545,3
37,40083,1
37,22840,2
37,33526,3
37,26934,1
37,1478,2
37,37031,3
37,33299,2
37,36682,3
37,33526,1
37,33526,2
37,49646,3
37,32413,1
37,39215,2
37,40742,3
37,37317,1
37,33949,2
37,49649,3
37,49649,1
37,31040,2
37,33949,3
37,37609,1
37,37449,2
37,38836,3
37,1478,1
37,49649,2
37,39288,3
37,33299,1
37,33474,2
37,33470,3
37,47317,1
37,33470,2
37,26934,3
37,40742,1
37,40742,2
37,37609,3
37,33470,1
37,29806,2
37,38656,3
37,37031,1
37,38836,2
37,33299,3
37,38656,1
37,47317,2
37,38790,3
37,33563,1
37,26934,2
37,25981,3
37,39215,1
37,37317,2
37,37611,3
37,29806,1
37,22840,3
37,38836,1
37,37609,2
37,28401,3
37,27498,1
37,27498,2
37,33563,3
37,38656,2
37,1478,3
37,37449,1
37,32413,2
37,39234,3
37,22840,1
37,39215,3
37,37031,2
37,29806,3
37,40083,2
37,47317,3
37,38790,1
37,33474,3
37,37449,3
37,38786,3
37,33474,1
37,38790,2
37,39432,3
37,39461,1
37,31040,3
37,33949,1
37,27498,3
37,31040,1
37,39461,2
37,37317,3
37,33563,2
37,25193,3
37,48037,3
37,39461,3
37,32413,3
37,48873,3
37,40083,3
37,41305,3
37,41310,3
38,26087,1
38,35903,2
38,22880,3
38,28695,1
38,30205,2
38,22503,3
38,22880,1
38,39280,2
38,26087,3
38,22503,1
38,35840,2
38,25761,3
38,37054,1
38,22503,2
38,33777,3
38,33777,1
38,33777,2
38,35903,3
38,24338,1
38,21986,2
38,36041,3
38,35903,1
38,26087,2
38,36759,3
38,32396,1
38,22880,2
38,30205,3
38,36041,1
38,38832,2
38,21986,3
38,27509,1
38,27509,2
38,49800,3
38,36759,1
38,27062,2
38,28933,3
38,30205,1
38,38743,2
38,39280,3
38,21986,1
38,31338,2
38,28695,3
38,39280,1
38,27015,2
38,37319,3
38,31980,1
38,1364,2
38,38743,3
38,38743,1
38,36041,2
38,246,3
38,1364,1
38,36759,2
38,31338,3
38,31338,1
38,32396,2
38,36683,3
38,25541,1
38,24338,2
38,27509,3
38,38832,1
38,35972,2
38,35972,3
38,39109,1
38,37054,2
38,25541,3
38,35162,1
38,28695,2
38,39109,3
38,37628,1
38,28933,2
38,35840,3
38,46857,1
38,39109,2
38,27062,3
38,33560,1
38,35162,2
38,38401,3
38,37628,2
38,27015,3
38,35840,1
38,25541,2
38,37054,3
38,27062,1
38,31980,2
38,48673,3
38,37628,3
38,27015,1
38,38889,3
38,35162,3
38,1364,3
38,24338,3
38,38832,3
38,28933,1
38,31980,3
38,32396,3
38,35972,1
38,39885,3
39,34825,1
39,653,2
39,34825,3
39,36643,1
39,34825,2
39,32785,3
39,32785,1
39,32785,2
39,34383,3
39,34383,1
39,37027,2
39,38616,3
39,38616,1
39,24066,2
39,38811,3
39,38811,1
39,40983,2
39,40974,3
39,24066,1
39,33984,2
39,40132,3
39,40132,1
39,816,2
39,37072,3
39,37072,1
39,36593,2
39,37068,3
39,37068,1
39,38616,2
39,34181,3
39,34181,1
39,38591,2
39,38879,3
39,38879,1
39,34383,2
39,36593,3
39,36593,1
39,40132,2
39,38591,3
39,38591,1
39,19056,2
39,33564,3
39,33564,1
39,37072,2
39,25138,3
39,816,1
39,38811,2
39,37027,3
39,36446,1
39,36272,2
39,40983,3
39,26730,3
39,37027,1
39,36650,2
39,48731,3
39,39186,1
39,37068,2
39,36358,3
39,40983,1
39,33564,2
39,36650,3
39,37158,2
39,36272,3
39,38879,2
39,37158,3
39,19056,3
39,653,1
39,34181,2
39,33984,3
39,37610,1
39,36643,2
39,20296,3
39,50341,1
39,36446,2
39,653,3
39,22464,3
39,36650,1
39,39186,2
39,39926,3
39,36272,1
39,37610,3
39,29250,3
39,37610,2
39,36643,3
39,50341,2
39,50341,3
39,37158,1
39,39186,3
39,24066,3
39,19056,1
39,36446,3
39,33984,1
39,51461,3
39,25278,3
39,25191,3
39,816,3
40,37127,1
40,38655,2
40,25250,3
40,91,2
40,33528,3
40,37580,1
40,33641,2
40,91,3
40,35907,1
40,38752,2
40,26704,3
40,36652,1
40,46900,2
40,37133,3
40,33528,1
40,35969,2
40,31466,3
40,33641,1
40,35494,2
40,38655,3
40,31744,1
40,37133,2
40,41755,3
40,28672,1
40,38602,2
40,35907,3
40,1647,1
40,35907,2
40,20702,3
40,32357,1
40,28755,2
40,35494,3
40,28394,1
40,33611,2
40,38602,3
40,28755,1
40,38824,2
40,25202,3
40,38752,1
40,34389,2
40,27466,3
40,28259,1
40,22607,2
40,39486,3
40,31466,1
40,31466,2
40,36652,3
40,35494,1
40,27466,2
40,28755,3
40,22635,1
40,32357,2
40,35969,3
40,27928,1
40,1647,2
40,22607,3
40,27466,1
40,37127,2
40,34661,3
40,37133,1
40,33567,2
40,38752,3
40,35969,1
40,28672,3
40,27906,1
40,22635,2
40,1647,3
40,28252,1
40,37580,2
40,46900,3
40,32819,1
40,31744,2
40,25102,3
40,49917,1
40,33528,2
40,29759,3
40,28289,1
40,49917,2
40,33641,3
40,28254,1
40,22635,3
40,34389,1
40,41556,3
40,33567,1
40,34389,3
40,38655,1
40,29759,2
40,37580,3
40,36570,1
40,28672,2
40,31744,3
40,32359,1
40,26432,2
40,32357,3
40,38602,1
40,36652,2
40,33567,3
40,22607,1
40,38824,3
40,40009,3
40,49917,3
40,34812,1
40,33611,3
40,32282,1
40,37127,3
40,32572,1
40,26432,3
40,33304,1
40,34710,1
40,34137,1
40,32550,1
40,31781,1
40,32455,1
40,32449,1
40,45129,1
40,276,1
40,26213,1
40,26112,1
40,46900,1
40,91,1
40,38824,1
40,29759,1
40,26432,1
40,33611,1
41,33800,1
41,36073,2
41,33800,3
41,34746,1
41,37720,2
41,34746,3
41,38013,1
41,36064,2
41,34973,3
41,34973,1
41,33800,2
41,30804,3
41,30804,1
41,1377,2
41,38928,3
41,38928,1
41,39883,2
41,37332,3
41,37332,1
41,37579,2
41,22540,3
41,22540,1
41,131,2
41,21525,3
41,21525,1
41,22806,2
41,37720,3
41,37720,1
41,40396,2
41,131,3
41,131,1
41,32408,2
41,38910,3
41,38910,1
41,38910,2
41,40396,3
41,40396,1
41,29740,2
41,36073,3
41,36073,1
41,33103,2
41,1377,3
41,1377,1
41,30804,2
41,1550,3
41,1550,1
41,38928,2
41,1421,3
41,1421,1
41,37734,2
41,40186,3
41,40186,1
41,22540,2
41,35363,3
41,35363,1
41,27214,2
41,36064,3
41,36064,1
41,36213,2
41,38019,3
41,38019,1
41,1550,2
41,40889,3
41,40889,1
41,21525,2
41,38779,3
41,38779,1
41,34973,2
41,37734,3
41,37734,1
41,32408,3
41,32408,1
41,1421,2
41,41025,3
41,41025,1
41,40889,2
41,37328,3
41,37328,1
41,55,2
41,37563,3
41,37563,1
41,38779,2
41,22806,3
41,22806,1
41,38019,2
41,35231,3
41,35231,1
41,35363,2
41,36213,3
41,36213,1
41,37620,2
41,29740,3
41,29740,1
41,41025,2
41,37579,3
41,37579,1
41,37563,2
41,33103,3
41,25651,1
41,30238,2
41,27214,3
41,33100,1
41,37328,2
41,35231,2
41,37620,3
41,33103,1
41,34746,2
41,30238,3
41,27214,1
41,37332,2
41,39883,3
41,40186,2
41,55,3
41,37620,1
41,30238,1
41,39883,1
41,55,1
42,34596,1
42,36877,2
42,34748,3
42,36494,1
42,36494,2
42,26522,3
42,34748,1
42,38819,2
42,23444,3
42,20321,1
42,57,2
42,22463,3
42,57,1
42,39044,2
42,34596,3
42,38604,1
42,31421,2
42,84,3
42,26522,1
42,18,2
42,49809,3
42,25150,2
42,1417,3
42,25150,1
42,39037,2
42,18,3
42,35936,1
42,39606,2
42,35936,3
42,18,1
42,38604,2
42,30213,3
42,84,1
42,34596,2
42,34060,3
42,38599,2
42,38604,3
42,39037,1
42,20321,2
42,38819,3
42,36877,1
42,23444,2
42,29661,3
42,22463,1
42,39296,2
42,37185,3
42,39606,1
42,26522,2
42,25150,3
42,23444,1
42,84,2
42,39296,3
42,40511,1
42,22463,2
42,39044,3
42,35481,1
42,40511,2
42,20321,3
42,37185,1
42,34748,2
42,40511,3
42,30213,1
42,1417,2
42,31421,3
42,31421,1
42,28556,2
42,35481,3
42,39044,1
42,30213,2
42,38599,3
42,35481,2
42,40088,3
42,38599,1
42,34060,2
42,39650,3
42,35936,2
42,38711,3
42,39296,1
42,37185,2
42,49679,3
42,49833,3
42,34060,1
42,29661,2
42,48103,3
42,36464,3
42,36464,2
42,40139,3
42,25156,3
42,57,3
42,1417,1
42,39606,3
42,38819,1
42,28556,3
42,29661,1
42,36494,3
42,40088,1
42,40088,2
42,36877,3
42,36464,1
42,40726,3
42,28556,1
42,40139,2
42,39037,3
42,40139,1
43,32980,1
43,33612,2
43,32980,3
43,36860,1
43,30317,2
43,33912,3
43,27050,2
43,35349,3
43,33912,1
43,19571,2
43,37733,3
43,35349,1
43,36437,2
43,36649,3
43,37733,1
43,35039,2
43,33612,3
43,36649,1
43,38778,2
43,25109,3
43,33612,1
43,37207,2
43,27172,3
43,25109,1
43,38582,2
43,38378,3
43,27172,1
43,1376,2
43,31716,3
43,38378,1
43,31716,2
43,19957,3
43,31716,1
43,2138,2
43,36849,3
43,37733,2
43,35039,3
43,19957,1
43,27172,2
43,22472,3
43,36849,1
43,23448,2
43,46367,3
43,35039,1
43,46367,2
43,32779,3
43,22472,1
43,35349,2
43,19571,3
43,46367,1
43,22556,2
43,22556,3
43,50082,1
43,1420,2
43,37637,3
43,32779,1
43,33912,2
43,2138,3
43,19571,1
43,32464,2
43,33595,3
43,22556,1
43,36649,2
43,33462,3
43,37637,1
43,36849,2
43,38586,3
43,2138,1
43,21191,2
43,36694,3
43,33595,1
43,37637,2
43,51548,3
43,33462,1
43,28940,2
43,120,3
43,38586,1
43,1479,2
43,37207,3
43,36694,1
43,25109,2
43,38582,3
43,51548,1
43,33595,2
43,28940,3
43,120,1
43,38378,2
43,1420,3
43,19517,1
43,22472,2
43,1479,3
43,32779,2
43,21191,3
43,37207,1
43,38586,2
43,27050,3
43,38582,1
43,32980,2
43,36437,3
43,33462,2
43,30317,3
43,28940,1
43,19957,2
43,1376,3
43,36694,2
43,38778,3
43,1420,1
43,120,2
43,32464,3
43,1479,1
43,51548,2
43,23448,3
43,39881,3
43,21191,1
43,27050,1
43,36437,1
43,30317,1
43,1376,1
43,38778,1
43,32464,1
43,23448,1
44,34085,1
44,38844,2
44,40538,3
44,24336,1
44,34786,2
44,46500,3
44,34786,1
44,35802,2
44,1392,3
44,37034,1
44,37034,2
44,38844,3
44,38898,2
44,39654,3
44,1392,1
44,22480,2
44,34786,3
44,18942,2
44,37426,3
44,35764,1
44,41084,2
44,37330,3
44,37330,1
44,24336,2
44,41084,3
44,2018,2
44,37034,3
44,34085,2
44,42765,3
44,35802,1
44,1392,2
44,25104,3
44,50059,1
44,37330,2
44,29302,3
44,38898,1
44,29672,2
44,26259,3
44,18942,1
44,35764,2
44,18942,3
44,37057,1
44,38898,3
44,27743,1
44,27743,2
44,28958,3
44,22480,1
44,50059,2
44,38611,3
44,29672,1
44,48788,3
44,41084,1
44,37057,3
44,47981,3
44,38844,1
44,71,3
44,50827,3
44,48788,1
44,49993,3
44,40302,3
44,48788,2
44,25660,3
44,27743,3
44,2018,1
44,28967,3
44,46500,2
44,24336,3
44,35764,3
44,50827,1
44,35802,3
44,50827,2
44,2018,3
44,46500,1
44,37057,2
44,22480,3
44,30021,3
44,198,3
44,29672,3
44,49762,2
44,50059,3
44,49762,3
44,38919,3
44,34085,3
44,49762,1
45,34709,1
45,38781,3
45,19154,1
45,18682,2
45,19154,3
45,19441,1
45,26951,2
45,30166,3
45,34499,1
45,37575,2
45,27302,3
45,25907,1
45,46346,2
45,25907,3
45,33871,1
45,25906,2
45,30583,3
45,38843,1
45,19154,2
45,49738,3
45,37037,1
45,25907,2
45,38843,3
45,1473,1
45,38781,2
45,34709,3
45,24987,2
45,46632,3
45,37575,1
45,38979,2
45,25151,3
45,1515,2
45,25906,3
45,35004,2
45,37575,3
45,1515,1
45,34338,2
45,34338,3
45,24987,1
45,37421,2
45,37079,3
45,25906,1
45,37037,2
45,37421,3
45,34709,2
45,18682,3
45,34338,1
45,26672,2
45,48693,3
45,46346,1
45,1473,2
45,46346,3
45,37079,1
45,19441,2
45,35004,3
45,24987,3
45,37421,1
45,1568,3
45,18682,1
45,39074,3
45,38781,1
45,26672,3
45,38979,1
45,26951,3
45,37037,3
45,35744,1
45,35744,2
45,40464,3
45,35004,1
45,38843,2
45,35392,3
45,26672,1
45,38979,3
45,33871,2
45,33871,3
45,35392,1
45,37079,2
45,23172,3
45,48236,3
45,35392,2
45,35744,3
45,1473,3
45,19441,3
45,1515,3
45,38627,3
45,26951,1
46,39009,1
46,38782,2
46,39009,3
46,30192,1
46,29488,2
46,30192,3
46,26894,1
46,27865,2
46,26894,3
46,18887,1
46,35495,2
46,18887,3
46,34994,1
46,35164,2
46,35164,3
46,35164,1
46,30311,2
46,36352,3
46,36352,1
46,36028,2
46,37544,3
46,36352,2
46,31729,3
46,37544,1
46,248,2
46,39019,3
46,31729,1
46,38681,2
46,28919,3
46,39019,1
46,38980,2
46,39030,3
46,28919,1
46,37544,2
46,248,3
46,39030,1
46,36482,2
46,38782,3
46,248,1
46,27976,2
46,38193,3
46,38782,1
46,31729,2
46,30601,3
46,38193,1
46,1614,2
46,35866,3
46,30601,1
46,33101,2
46,36028,3
46,35866,1
46,39009,2
46,33190,3
46,36028,1
46,26894,2
46,26381,3
46,33190,1
46,22458,2
46,29273,3
46,33596,2
46,36482,3
46,26381,1
46,1169,2
46,22772,3
46,29273,1
46,37293,2
46,33101,3
46,36482,1
46,37114,2
46,38926,3
46,22595,2
46,33596,3
46,22772,1
46,39019,2
46,25276,3
46,33101,1
46,39880,2
46,37114,3
46,38926,1
46,25276,2
46,22458,3
46,33596,1
46,28919,2
46,1614,3
46,25276,1
46,26381,2
46,35495,3
46,37114,1
46,22772,2
46,39880,3
46,22458,1
46,18887,2
46,1169,3
46,1614,1
46,38193,2
46,37293,3
46,35495,1
46,30601,2
46,29488,3
46,39880,1
46,30192,2
46,27976,3
46,1169,1
46,29273,2
46,22595,3
46,37293,1
46,35866,2
46,30311,3
46,29488,1
46,38926,2
46,27865,3
46,27976,1
46,33190,2
46,38980,3
46,22595,1
46,39030,2
46,38681,3
46,30311,1
46,27865,1
46,38980,1
46,38681,1
47,66,1
47,33606,2
47,34625,3
47,19295,1
47,18806,2
47,37000,3
47,49717,1
47,37000,2
47,24322,3
47,34032,1
47,34625,2
47,34032,3
47,24322,1
47,45359,2
47,1506,3
47,34068,1
47,66,2
47,18806,3
47,35889,1
47,24322,2
47,34066,3
47,36508,1
47,34195,2
47,31920,3
47,45359,1
47,38870,2
47,39581,3
47,38870,1
47,49717,2
47,45359,3
47,35479,1
47,19295,2
47,35479,3
47,18640,1
47,35889,2
47,18640,3
47,37000,1
47,18936,2
47,19203,3
47,22632,1
47,22632,2
47,22632,3
47,19203,1
47,23316,2
47,49717,3
47,34032,2
47,37044,3
47,18806,1
47,35211,2
47,18936,3
47,23316,1
47,34068,2
47,23316,3
47,35211,1
47,41189,2
47,52289,3
47,34066,1
47,19203,2
47,34376,3
47,41189,1
47,35479,2
47,24175,3
47,18936,1
47,39581,2
47,35211,3
47,39581,1
47,38870,3
47,33606,1
47,36508,2
47,35889,3
47,18640,2
47,29050,3
47,34625,1
47,41189,3
47,24424,3
47,37044,1
47,37044,2
47,66,3
47,36508,3
47,19295,3
47,37339,3
47,23073,3
47,34066,2
47,25249,3
47,34195,1
47,34195,3
47,13,3
47,34068,3
47,25132,3
47,41703,3
47,33606,3
48,39444,1
48,19127,2
48,38574,3
48,18327,1
48,38574,2
48,27642,3
48,33568,1
48,38572,2
48,38570,3
48,27415,1
48,38726,2
48,27415,3
48,41003,1
48,34775,2
48,41003,3
48,33558,1
48,27642,2
48,38572,3
48,33609,1
48,52585,2
48,33558,3
48,1282,1
48,38063,3
48,27465,1
48,35263,3
48,27642,1
48,38302,2
48,33568,3
48,38574,1
48,27415,2
48,360,3
48,34775,1
48,37334,2
48,26747,3
48,38630,1
48,35263,2
48,38585,3
48,42168,1
48,1282,2
48,34775,3
48,41003,2
48,38630,3
48,38572,1
48,33558,2
48,39444,3
48,38726,1
48,38306,2
48,38302,1
48,36060,2
48,47910,3
48,37334,1
48,19127,3
48,36060,1
48,360,2
48,48207,3
48,19127,1
48,38585,2
48,20230,3
48,52585,1
48,36487,2
48,28874,3
48,38063,1
48,52585,3
48,19379,1
48,19379,2
48,25245,3
48,19499,1
48,38630,2
48,37334,3
48,51396,1
48,33568,2
48,39355,3
48,25190,3
48,38306,1
48,51396,2
48,38306,3
48,35263,1
48,20230,2
48,49629,3
48,39444,2
48,33609,3
48,26747,2
48,36487,3
48,360,1
48,38063,2
48,36060,3
48,36487,1
48,48207,2
48,19499,3
48,33609,2
48,19379,3
48,38302,3
48,25335,3
48,26747,1
48,19894,3
48,19499,2
48,51396,3
48,48207,1
48,38726,3
48,20230,1
48,1282,3
48,38585,1
49,27200,2
49,39456,3
49,39655,1
49,35153,3
49,38690,1
49,33991,2
49,22656,3
49,40037,1
49,22656,2
49,30475,3
49,37157,1
49,40037,2
49,36987,3
49,33997,1
49,30475,2
49,38690,3
49,39149,2
49,39374,3
49,35153,1
49,18507,2
49,27200,3
49,28116,1
49,38690,2
49,33991,3
49,29695,1
49,39655,2
49,36528,3
49,22552,1
49,32849,2
49,32849,3
49,33991,1
49,35153,2
49,35777,3
49,22656,1
49,38661,2
49,39655,3
49,32849,1
49,28116,2
49,52293,3
49,35938,1
49,37157,3
49,33997,2
49,39149,3
49,22512,1
49,37157,2
49,1372,3
49,37326,1
49,22552,2
49,51506,3
49,22475,1
49,31189,2
49,22552,3
49,39149,1
49,35123,2
49,28773,3
49,26299,1
49,51506,2
49,49657,3
49,35777,1
49,29695,2
49,22559,3
49,38875,1
49,35938,2
49,31189,3
49,38709,1
49,37326,2
49,50381,3
49,27200,1
49,38709,2
49,35412,3
49,602,1
49,38661,3
49,23875,1
49,18507,3
49,30475,1
49,28116,3
49,35938,3
49,50400,1
49,35777,2
49,40037,3
49,51506,1
49,35123,3
49,39838,1
49,37326,3
49,31189,1
49,33997,3
49,40054,1
49,21633,3
49,38661,1
49,29695,3
49,38767,1
49,48996,3
49,36495,1
49,18507,1
49,38709,3
49,35123,1
50,36504,1
50,37626,2
50,212,3
50,37040,1
50,25099,2
50,469,3
50,25099,1
50,37040,2
50,22470,3
50,469,1
50,36504,2
50,24398,3
50,212,1
50,212,2
50,36333,3
50,23527,1
50,24672,2
50,1517,3
50,1113,1
50,1517,2
50,23677,3
50,22470,1
50,50132,2
50,25232,3
50,38833,1
50,32234,2
50,32234,3
50,2088,1
50,36333,2
50,37040,3
50,32234,1
50,22470,2
50,23527,3
50,35554,1
50,39138,2
50,35313,3
50,38009,1
50,24398,2
50,34347,3
50,24398,1
50,38833,2
50,24672,3
50,34347,1
50,469,2
50,38009,3
50,33944,1
50,35554,2
50,36364,3
50,43511,1
50,2088,2
50,43511,3
50,24672,1
50,34347,2
